,Month,Climate,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday
947,10,Warm temperate,14.6,19.5,0.0,6.0,11.5,SSE,33.0,S,SSE,19.0,20.0,63.0,62.0,1022.8,1020.7,5.0,6.0,18.0,18.6,no
948,3,Mild temperate,12.7,20.5,0.0,5.4,9.4,SSW,33.0,SW,SE,13.0,13.0,65.0,45.0,1027.2,1025.8,6.0,3.0,14.5,19.4,no
949,12,Warm temperate,21.1,37.3,0.0,9.6,2.4,SSW,65.0,NW,NW,6.0,28.0,49.0,24.0,1008.4,1006.5,7.0,6.0,28.5,35.0,no
950,10,Mild temperate,6.2,27.9,0.0,5.9,,NNE,20.0,,NE,0.0,2.0,81.0,22.0,1025.3,1020.0,,,13.7,27.2,no
951,4,Warm temperate,6.5,25.9,0.0,1.4,8.8,SSW,33.0,E,WSW,20.0,20.0,49.0,30.0,1027.7,1024.0,1.0,6.0,17.6,25.1,no
952,10,Warm temperate,12.9,24.9,0.0,5.8,11.7,,,W,ENE,7.0,20.0,71.0,49.0,1024.2,1021.0,1.0,2.0,17.6,22.4,no
953,2,Warm humid summer mild winter,19.6,26.7,19.2,1.6,9.8,NE,35.0,WSW,NE,9.0,22.0,86.0,65.0,1007.5,1005.9,5.0,3.0,22.8,25.7,yes
954,2,Hot dry summer cool winter,21.3,30.3,0.0,14.8,10.4,N,48.0,SW,SW,15.0,19.0,67.0,44.0,1011.0,1009.0,6.0,1.0,22.2,28.2,no
955,3,Cool temperate,14.8,27.7,0.0,5.8,8.5,NW,35.0,WNW,SE,24.0,19.0,79.0,32.0,1021.4,1019.9,,,16.6,26.9,no
956,1,Cool temperate,12.8,20.6,0.8,5.2,5.9,SSW,43.0,WSW,E,11.0,22.0,82.0,62.0,1011.2,1007.5,,,13.8,19.1,no
957,4,Warm temperate,14.6,21.1,41.0,3.8,5.6,SSE,61.0,SW,SSE,24.0,37.0,85.0,67.0,1017.5,1015.6,4.0,6.0,18.5,20.3,yes
958,2,Cool temperate,13.8,21.3,0.0,,,S,44.0,SW,SSW,20.0,26.0,73.0,37.0,1011.4,1012.5,7.0,,16.5,19.9,no
959,6,High humidity summer warm winter,17.5,33.3,0.0,6.0,,ESE,31.0,ESE,ESE,17.0,17.0,59.0,,1012.0,1007.4,1.0,0.0,24.0,32.3,no
960,5,Warm temperate,10.5,22.9,0.0,2.4,0.5,N,46.0,N,N,15.0,19.0,45.0,28.0,1016.8,1012.4,7.0,7.0,18.1,22.3,no
961,1,Hot dry summer cool winter,20.7,35.8,0.0,12.6,,E,43.0,NE,SSE,30.0,11.0,41.0,20.0,1018.2,1015.5,0.0,1.0,24.0,32.9,no
962,2,Mild temperate,11.9,16.7,0.0,2.6,1.7,S,39.0,S,S,19.0,17.0,56.0,62.0,1023.1,1023.3,8.0,8.0,13.1,14.1,no
963,5,Mild temperate,9.2,21.4,0.0,3.0,,SE,15.0,,NNE,0.0,9.0,99.0,65.0,1025.0,1021.5,8.0,7.0,11.7,20.5,no
964,2,Mild temperate,14.7,19.3,0.2,3.2,9.9,S,39.0,S,S,17.0,24.0,68.0,70.0,1018.6,1018.2,3.0,8.0,16.2,16.7,no
965,5,Mild temperate,5.6,18.2,0.0,0.8,7.4,NNW,15.0,N,NNE,9.0,7.0,100.0,60.0,1020.6,1016.5,6.0,7.0,7.6,18.2,no
966,6,Mild temperate,8.3,14.7,3.2,2.2,3.3,WNW,39.0,N,NW,19.0,26.0,96.0,87.0,1011.6,1011.1,8.0,7.0,10.4,13.4,yes
967,10,Warm temperate,5.5,20.6,0.0,,,ENE,30.0,SW,E,6.0,7.0,64.0,44.0,1031.5,1030.6,,,14.2,20.4,no
968,3,Warm temperate,17.5,33.0,0.0,8.0,11.6,ESE,50.0,E,ESE,20.0,19.0,55.0,24.0,1022.2,1018.4,0.0,2.0,22.4,32.0,no
969,7,Cool temperate,-4.8,14.5,0.0,1.2,7.6,NNW,20.0,NNW,NNW,7.0,9.0,,45.0,1031.6,1026.6,5.0,,1.1,13.6,no
970,7,Hot dry summer cool winter,0.1,12.5,0.0,2.2,,NNE,17.0,SE,ESE,7.0,9.0,85.0,48.0,1033.7,1031.1,6.0,3.0,5.5,11.8,no
971,4,Hot dry summer cool winter,12.3,27.4,0.0,4.0,5.2,NE,24.0,E,SE,15.0,9.0,54.0,24.0,1020.8,1017.0,2.0,6.0,16.8,27.3,no
972,11,Hot dry summer cool winter,9.4,13.9,17.2,3.6,0.0,WSW,44.0,WNW,W,15.0,17.0,100.0,96.0,1013.2,1013.5,8.0,8.0,10.4,12.0,yes
973,5,High humidity summer warm winter,,32.3,0.0,,,E,43.0,ESE,ESE,9.0,20.0,,,1015.3,1010.5,,4.0,,31.5,no
974,5,High humidity summer warm winter,23.0,36.6,0.0,8.0,,E,37.0,SW,ESE,4.0,19.0,64.0,,1012.1,1007.6,0.0,,29.0,,no
975,2,Warm temperate,17.5,36.5,0.0,15.0,,SSE,39.0,SE,SSE,20.0,20.0,37.0,6.0,1011.3,1008.5,1.0,0.0,23.1,34.7,no
976,11,Cool temperate,11.5,33.9,0.0,,,E,39.0,SSW,W,2.0,7.0,63.0,27.0,1021.4,1016.2,,,20.5,32.2,no
977,6,Warm temperate,4.3,14.6,0.0,,,N,15.0,N,NNE,7.0,6.0,92.0,70.0,,,,,7.0,13.9,no
978,10,Mild temperate,0.3,20.0,0.0,2.0,12.4,WNW,35.0,ENE,WNW,9.0,19.0,78.0,44.0,1022.0,1018.4,,,10.7,18.9,no
979,12,High humidity summer warm winter,24.2,31.1,2.8,7.2,2.1,E,44.0,SSE,ESE,9.0,13.0,81.0,68.0,1011.6,1009.5,8.0,8.0,27.7,28.0,yes
980,4,High humidity summer warm winter,23.7,33.5,0.0,6.4,10.6,SSE,39.0,SSE,SSW,17.0,17.0,59.0,44.0,1008.7,1005.1,5.0,7.0,28.4,32.5,no
981,4,Hot dry summer warm winter,7.6,24.7,0.0,6.8,11.0,ESE,33.0,,ESE,0.0,20.0,42.0,22.0,1020.2,1016.3,0.0,0.0,17.2,23.7,no
982,9,Warm temperate,12.4,20.3,0.0,5.4,8.4,S,48.0,S,SSW,30.0,24.0,67.0,41.0,1026.0,1024.1,4.0,5.0,15.7,19.2,no
983,12,High humidity summer warm winter,24.9,31.2,1.2,4.0,3.6,,,NE,NW,2.0,17.0,80.0,65.0,1007.5,1006.1,7.0,7.0,29.2,31.2,yes
984,10,Cool temperate,-0.9,3.8,3.8,,,,,,NNE,0.0,11.0,98.0,98.0,,,,,-0.2,3.0,yes
985,3,Hot dry summer cool winter,7.5,20.9,0.0,6.0,10.6,WSW,50.0,W,SW,15.0,22.0,65.0,30.0,1023.9,1023.5,0.0,5.0,10.7,19.1,no
986,10,Cool temperate,10.8,17.4,3.6,,,ENE,37.0,ESE,NE,9.0,22.0,72.0,63.0,1030.4,1028.1,,,13.7,16.3,yes
987,3,Warm temperate,20.4,25.1,19.6,,,ENE,54.0,E,ENE,30.0,26.0,85.0,77.0,1021.7,1019.4,8.0,8.0,22.5,24.1,yes
988,12,Warm temperate,18.2,28.6,0.0,,,,,NE,NE,9.0,15.0,71.0,60.0,,,7.0,2.0,23.0,27.8,no
989,11,Cool temperate,13.8,34.7,0.0,,,NNE,41.0,SE,N,9.0,11.0,43.0,17.0,1017.2,1013.5,1.0,,22.8,32.7,no
990,11,Warm temperate,16.2,28.0,1.2,,,WNW,83.0,W,SW,13.0,19.0,49.0,38.0,1004.8,1008.0,,5.0,22.8,27.0,yes
991,2,Warm temperate,21.7,25.5,1.6,13.6,0.2,ESE,41.0,E,ESE,9.0,17.0,54.0,93.0,1009.1,1009.6,7.0,,24.9,19.4,yes
992,2,Warm temperate,18.7,32.7,0.2,,9.0,ESE,30.0,ESE,E,17.0,11.0,73.0,51.0,1014.9,1011.5,7.0,5.0,25.2,31.5,no
993,1,High humidity summer warm winter,24.4,30.8,25.8,2.0,2.3,NNE,30.0,NW,N,7.0,15.0,73.0,73.0,1007.0,1003.7,7.0,7.0,28.3,29.3,yes
994,1,Hot dry summer warm winter,20.1,37.0,0.0,13.6,12.7,E,50.0,ESE,E,17.0,30.0,36.0,23.0,1006.4,1002.8,6.0,4.0,29.6,36.2,no
995,3,Warm temperate,19.6,25.5,0.0,6.4,2.2,,,W,NW,7.0,2.0,85.0,76.0,1018.6,1016.2,7.0,7.0,21.1,23.9,no
996,6,Mild temperate,10.7,17.5,0.4,0.2,6.1,W,28.0,NNW,WNW,11.0,13.0,99.0,71.0,1019.9,1018.7,4.0,3.0,12.9,16.3,no
997,6,Warm temperate,5.7,19.4,0.0,,9.1,SSW,31.0,,SSW,0.0,20.0,94.0,50.0,1023.2,1021.9,1.0,3.0,10.0,17.8,no
998,7,Warm temperate,13.9,16.5,2.4,,,W,70.0,W,WNW,33.0,24.0,43.0,38.0,,,,,14.2,16.1,yes
999,11,Warm temperate,13.1,22.4,0.6,13.6,10.4,SSE,37.0,SSE,SSE,17.0,15.0,66.0,43.0,1017.9,1016.8,,,16.1,20.9,no
1000,1,Warm temperate,22.4,25.9,0.0,6.2,4.6,,,SSW,SSE,31.0,26.0,84.0,75.0,1015.1,1013.6,7.0,7.0,22.8,23.8,no
1001,9,Cool temperate,12.2,17.2,0.4,1.8,3.9,W,48.0,N,N,19.0,22.0,56.0,84.0,1002.1,998.8,,,16.3,8.7,no
1002,5,Cool temperate,13.6,19.5,0.0,,,W,22.0,W,SW,9.0,9.0,83.0,77.0,1016.2,1014.5,,,15.9,18.9,no
1003,10,Warm temperate,8.4,25.4,0.0,,,SSE,31.0,E,SSE,11.0,19.0,64.0,53.0,1020.5,1016.3,,,19.5,23.2,no
1004,1,Cool temperate,9.5,13.4,15.6,,,ENE,59.0,ENE,ENE,28.0,24.0,99.0,99.0,,,,,11.8,12.9,yes
1005,5,Warm temperate,3.9,19.3,0.0,5.8,10.5,NE,33.0,ENE,N,15.0,13.0,43.0,19.0,1020.2,1016.4,1.0,1.0,11.5,18.5,no
1006,8,Cool temperate,9.3,18.8,5.2,,,S,28.0,SSW,WNW,13.0,7.0,59.0,51.0,1018.4,1014.6,,,12.5,16.8,yes
1007,12,Warm temperate,15.4,27.8,0.0,8.4,13.5,W,52.0,WNW,WNW,26.0,20.0,36.0,26.0,1008.7,1007.9,1.0,1.0,21.3,27.1,no
1008,10,High humidity summer warm winter,19.6,37.3,0.0,8.0,,E,44.0,ENE,ESE,4.0,24.0,53.0,,1015.8,1009.7,0.0,,28.8,,no
1009,2,Mild temperate,14.4,36.7,0.0,,,NW,54.0,NE,WNW,13.0,28.0,51.0,14.0,1010.4,1007.0,,,21.0,36.0,no
1010,6,Cool temperate,-1.2,2.7,17.8,,,SSW,72.0,,SW,0.0,17.0,98.0,98.0,,,,,0.1,1.5,yes
1011,3,Mild temperate,12.8,17.4,2.2,5.0,9.2,ESE,46.0,SE,SE,15.0,22.0,63.0,58.0,1019.6,1019.1,8.0,8.0,13.7,15.6,yes
1012,9,Cool temperate,1.3,16.6,9.4,,,NNE,28.0,SSW,NE,9.0,6.0,82.0,53.0,1023.1,1018.7,2.0,,8.6,16.1,yes
1013,8,Warm temperate,8.1,12.4,6.0,1.8,,WNW,74.0,NW,W,26.0,37.0,74.0,78.0,1002.6,1005.6,,,10.7,7.4,yes
1014,1,Mild temperate,22.6,43.0,0.0,,,WSW,67.0,N,WNW,20.0,30.0,23.0,8.0,1010.9,1007.6,,,30.5,41.2,no
1015,10,Hot dry summer cool winter,8.6,22.9,0.0,3.6,10.9,SW,35.0,SW,WNW,13.0,20.0,84.0,36.0,1015.7,1013.1,1.0,7.0,13.4,21.4,no
1016,4,Warm temperate,18.0,24.0,9.4,4.4,,E,43.0,NE,E,9.0,20.0,89.0,80.0,1026.3,1023.4,8.0,5.0,20.4,22.3,yes
1017,5,High humidity summer warm winter,22.6,35.5,0.0,6.0,,NE,33.0,E,ENE,9.0,13.0,77.0,41.0,1013.1,1009.3,2.0,4.0,26.9,34.4,no
1018,10,Warm temperate,12.0,20.8,0.0,,,S,37.0,S,SSE,19.0,20.0,50.0,43.0,,,,,14.9,18.9,no
1019,4,Warm temperate,5.7,25.8,0.0,,10.5,E,31.0,ENE,WSW,17.0,26.0,44.0,29.0,1020.6,1016.8,0.0,0.0,17.6,24.4,no
1020,7,Mild temperate,7.9,12.7,6.2,2.2,7.0,N,59.0,N,N,39.0,43.0,81.0,71.0,1007.8,1006.6,3.0,6.0,9.0,12.4,yes
1021,1,Mild temperate,21.1,28.8,0.2,5.8,,NNW,57.0,SE,SSE,2.0,15.0,89.0,72.0,1003.2,1001.8,8.0,1.0,23.8,25.7,no
1022,1,Cool temperate,15.5,26.9,4.6,,,NE,28.0,E,NE,13.0,11.0,71.0,50.0,1016.8,1013.5,6.0,8.0,19.2,23.8,yes
1023,7,Mild temperate,9.0,16.0,0.8,1.6,7.4,N,59.0,N,N,17.0,26.0,87.0,53.0,1016.7,1013.0,2.0,7.0,9.2,14.8,no
1024,11,Hot dry summer cool winter,17.2,32.9,0.0,7.6,8.4,SW,46.0,E,SW,7.0,24.0,53.0,43.0,1011.8,1012.7,7.0,3.0,24.9,28.6,no
1025,2,Cool temperate,11.7,33.5,0.0,,,WNW,43.0,NNE,N,17.0,13.0,73.0,32.0,1015.3,1012.9,,,18.9,31.8,no
1026,12,Cool temperate,16.2,37.0,0.0,,,W,70.0,NW,WNW,4.0,39.0,29.0,15.0,1012.9,1007.6,,1.0,26.0,36.7,no
1027,8,Warm temperate,4.4,19.6,0.0,,,W,39.0,N,W,9.0,22.0,68.0,39.0,1017.4,1014.0,,,11.9,18.5,no
1028,7,Mild temperate,5.9,18.0,0.0,,,WSW,33.0,NW,WNW,13.0,20.0,56.0,36.0,1017.7,1016.3,,,13.2,16.9,no
1029,4,Warm temperate,12.0,24.0,2.4,3.0,10.0,ESE,30.0,WNW,ESE,9.0,19.0,90.0,58.0,1024.9,1021.6,1.0,1.0,17.7,23.0,yes
1030,4,Mild temperate,9.5,23.9,0.0,,,SSE,30.0,ENE,WNW,17.0,6.0,67.0,36.0,1022.0,1018.4,,,15.1,22.5,no
1031,1,Warm temperate,17.6,22.5,5.0,,,S,46.0,SSW,S,28.0,33.0,70.0,76.0,1019.0,1019.1,,8.0,21.1,21.7,yes
1032,5,Hot dry summer cool winter,12.6,22.9,0.0,4.0,10.2,E,44.0,E,ENE,24.0,19.0,68.0,50.0,1017.5,1015.7,2.0,4.0,16.8,22.4,no
1033,5,Warm temperate,8.5,19.9,16.0,2.2,6.0,W,22.0,N,SW,6.0,6.0,94.0,61.0,1019.9,1019.6,7.0,6.0,11.5,18.3,yes
1034,9,Cool temperate,5.3,15.3,0.4,3.2,,,,,,,,46.0,37.0,,,,,10.2,15.1,no
1035,11,Mild temperate,9.7,18.6,1.0,4.4,6.5,W,50.0,WSW,W,22.0,39.0,53.0,56.0,1020.2,1021.3,7.0,7.0,14.8,15.7,yes
1036,7,Mild temperate,10.7,16.8,0.0,4.2,,WNW,72.0,W,W,37.0,33.0,47.0,33.0,1009.5,1014.7,,,14.4,15.7,no
1037,9,Mild temperate,7.3,18.6,0.0,4.0,2.3,NW,48.0,N,W,24.0,15.0,46.0,87.0,1011.8,1011.4,,,15.1,14.5,no
1038,9,Cool temperate,12.7,22.6,0.0,,,E,22.0,SSE,E,11.0,17.0,61.0,63.0,1022.9,1019.8,,,19.1,21.6,no
1039,2,High humidity summer warm winter,25.8,36.5,0.0,6.4,7.2,SE,33.0,NE,NE,6.0,17.0,61.0,63.0,1010.5,1007.4,5.0,5.0,31.8,33.0,no
1040,6,Hot dry summer cool winter,8.0,15.3,0.0,1.0,0.7,ENE,43.0,NE,NNW,17.0,13.0,85.0,65.0,1023.0,1020.2,7.0,8.0,10.6,14.5,no
1041,5,High humidity summer warm winter,14.0,32.5,0.0,7.2,,ESE,43.0,SE,E,11.0,15.0,47.0,29.0,1015.9,1012.5,0.0,0.0,23.3,31.8,no
1042,11,Warm temperate,13.3,21.2,0.0,15.2,10.0,SSE,39.0,SSW,SE,15.0,20.0,50.0,39.0,1021.9,1020.1,,,14.8,19.9,no
1043,3,Warm temperate,14.7,27.0,0.0,,,ENE,33.0,N,ENE,7.0,20.0,80.0,49.0,1015.2,1011.8,,8.0,21.3,26.1,no
1044,6,Warm temperate,13.0,19.3,9.8,1.6,7.3,NW,50.0,W,WNW,15.0,20.0,85.0,63.0,1004.5,1002.2,5.0,4.0,14.6,19.1,yes
1045,5,High humidity summer warm winter,14.3,33.4,0.0,12.0,,SE,31.0,ESE,SSE,11.0,9.0,,,1014.5,1009.5,0.0,0.0,23.0,32.8,no
1046,2,Warm temperate,18.2,35.5,0.0,,,,,,SE,0.0,4.0,73.0,46.0,,,2.0,4.0,22.8,32.0,no
1047,5,Warm humid summer mild winter,14.1,21.4,0.8,3.0,1.8,ENE,17.0,WSW,SE,4.0,6.0,86.0,96.0,1028.1,1026.4,6.0,7.0,17.4,17.6,no
1048,6,Warm temperate,6.7,18.0,0.0,,,N,24.0,NNE,NNW,9.0,9.0,75.0,75.0,1021.4,1019.1,,,12.8,16.1,no
1049,6,Cool temperate,-1.7,0.4,3.2,,,W,41.0,WSW,WSW,22.0,20.0,97.0,97.0,,,,,-1.7,-0.6,yes
1050,4,Hot dry summer cool winter,10.0,28.7,0.0,,,NNW,24.0,SSE,N,4.0,11.0,63.0,27.0,1028.5,1024.2,,3.0,16.9,28.2,no
1051,7,Warm temperate,0.2,12.1,0.4,0.8,3.3,SSE,26.0,,SSE,0.0,13.0,97.0,62.0,1028.5,1026.2,7.0,5.0,5.4,11.2,no
1052,4,High humidity summer warm winter,19.7,30.2,0.0,5.6,10.0,ENE,35.0,NNW,ENE,2.0,26.0,73.0,66.0,1014.5,1011.1,7.0,7.0,26.1,28.6,no
1053,7,Hot dry summer cool winter,5.6,17.4,0.0,1.2,,SE,20.0,SE,SSW,6.0,7.0,74.0,47.0,1025.6,1021.9,0.0,0.0,10.8,16.8,no
1054,12,Hot dry summer cool winter,14.1,27.3,0.0,13.4,12.7,SW,50.0,WSW,SW,17.0,24.0,61.0,24.0,1014.0,1012.6,6.0,4.0,17.8,26.3,no
1055,1,Warm temperate,21.2,29.6,0.0,6.2,10.0,NE,43.0,NE,ENE,4.0,15.0,62.0,59.0,1010.1,1005.5,3.0,5.0,25.0,27.3,no
1056,7,Cool temperate,7.6,16.8,0.0,,,WNW,26.0,WNW,WNW,9.0,7.0,55.0,40.0,1021.0,1018.3,,,11.8,16.2,no
1057,6,Cool temperate,-2.0,6.7,0.2,,,N,39.0,N,N,15.0,22.0,100.0,90.0,1020.3,1016.9,8.0,8.0,0.9,5.4,no
1058,8,Warm temperate,10.0,15.3,9.2,4.6,5.0,S,52.0,WSW,S,20.0,33.0,66.0,59.0,1024.7,1024.3,7.0,6.0,12.9,14.9,yes
1059,7,Mild temperate,10.2,12.3,0.2,2.8,0.0,NNE,54.0,NNE,NNE,28.0,31.0,78.0,91.0,1014.9,1009.8,8.0,8.0,10.3,10.9,no
1060,1,Hot dry summer warm winter,27.8,41.8,0.0,14.6,11.9,ESE,41.0,SE,ESE,24.0,22.0,23.0,14.0,1010.0,1005.8,2.0,1.0,30.7,39.2,no
1061,7,Warm temperate,2.2,12.1,0.0,,,W,15.0,,,0.0,0.0,95.0,72.0,1027.2,1023.9,,,6.5,12.0,no
1062,6,Warm temperate,13.5,19.2,0.0,3.0,1.5,SSE,43.0,W,SE,19.0,11.0,73.0,53.0,1030.7,1028.6,7.0,7.0,14.2,17.5,no
1063,3,Mild temperate,7.3,17.5,21.2,1.2,1.9,SSW,33.0,,S,0.0,13.0,98.0,58.0,1024.0,1022.2,,,10.5,15.5,yes
1064,4,High humidity summer warm winter,25.9,34.2,0.0,5.2,9.1,ESE,33.0,SSE,E,11.0,11.0,75.0,40.0,1011.1,1008.0,6.0,5.0,29.4,33.7,no
1065,7,Hot dry summer warm winter,6.9,19.0,0.0,1.6,4.1,E,28.0,SE,,7.0,0.0,68.0,50.0,1020.2,1017.9,7.0,6.0,11.4,18.1,no
1066,4,Warm temperate,10.0,24.9,4.2,,,W,30.0,NNE,W,2.0,11.0,60.0,32.0,,,,,17.8,24.1,yes
1067,9,High humidity summer warm winter,18.3,28.4,0.0,8.0,11.2,NE,33.0,SE,NE,15.0,17.0,61.0,56.0,1015.0,1010.2,2.0,1.0,25.0,27.0,no
1068,11,Hot dry summer warm winter,16.4,44.9,0.0,14.0,12.7,N,48.0,NE,WSW,20.0,11.0,4.0,4.0,1009.0,1004.2,0.0,1.0,34.9,40.8,no
1069,3,Warm temperate,14.9,29.2,0.0,,,ENE,28.0,SW,N,6.0,9.0,92.0,47.0,1020.1,1016.8,,,19.1,27.9,no
1070,2,Mild temperate,22.5,38.5,0.0,,,NNE,39.0,NNE,S,15.0,9.0,39.0,73.0,1014.3,1012.3,,,29.1,23.0,no
1071,11,Hot dry summer warm winter,18.6,37.4,0.0,9.6,8.8,NNE,39.0,ENE,NNE,24.0,13.0,17.0,14.0,1008.3,1002.5,1.0,5.0,28.2,37.0,no
1072,12,Warm temperate,24.2,38.7,0.0,10.6,,NNW,80.0,SSW,N,13.0,24.0,43.0,23.0,1008.4,1004.5,7.0,3.0,28.3,36.4,no
1073,8,Hot dry summer cool winter,6.5,12.5,3.4,4.2,6.7,W,52.0,WSW,WSW,28.0,24.0,70.0,51.0,1015.3,1015.7,2.0,7.0,7.8,11.5,yes
1074,8,Cool temperate,4.8,11.1,3.2,,,S,46.0,SSW,SSW,17.0,20.0,98.0,89.0,1028.2,1028.3,2.0,8.0,7.2,8.9,yes
1075,10,Mild temperate,8.7,23.4,0.0,,,SSW,31.0,ENE,SE,17.0,20.0,68.0,63.0,1020.5,1014.2,,,17.3,22.1,no
1076,5,High humidity summer warm winter,23.0,33.2,0.0,5.4,10.1,E,37.0,ESE,ENE,19.0,19.0,65.0,45.0,1010.3,1007.3,5.0,4.0,27.1,31.5,no
1077,11,Hot dry summer cool winter,13.1,33.2,0.0,,,NE,50.0,NNE,NE,22.0,26.0,31.0,9.0,,,,,23.8,31.8,no
1078,8,Hot dry summer cool winter,5.2,12.4,0.2,1.6,2.5,ESE,15.0,ESE,WSW,7.0,7.0,78.0,67.0,1017.2,1012.6,7.0,7.0,9.0,11.4,no
1079,12,Cool temperate,12.6,23.0,0.0,,,E,26.0,SE,SSW,7.0,9.0,76.0,55.0,1013.6,1011.5,,,14.3,20.8,no
1080,8,Hot dry summer cool winter,4.2,14.4,3.6,,,NW,43.0,NNW,NW,13.0,30.0,83.0,56.0,1016.1,1014.4,,8.0,6.9,13.6,yes
1081,2,High humidity summer warm winter,25.5,31.9,46.2,10.2,1.6,SW,37.0,NNW,NNW,13.0,9.0,93.0,78.0,1010.4,1007.5,8.0,8.0,25.9,28.7,yes
1082,6,Hot dry summer cool winter,-1.1,6.6,0.0,,,E,15.0,,SW,0.0,7.0,,79.0,1023.3,1018.6,,7.0,0.0,6.4,no
1083,7,Mild temperate,3.8,12.3,7.4,2.2,7.3,WNW,46.0,NNW,SW,17.0,22.0,85.0,66.0,1018.7,1019.0,2.0,3.0,6.8,10.8,yes
1084,8,Hot dry summer warm winter,7.1,19.9,20.8,2.2,7.5,ENE,24.0,WSW,WSW,2.0,11.0,99.0,58.0,1022.1,1019.2,8.0,1.0,10.2,19.4,yes
1085,3,Hot dry summer cool winter,11.0,32.7,0.0,,,WSW,33.0,,WSW,0.0,19.0,51.0,20.0,1016.9,1012.9,,,17.4,31.7,no
1086,8,Cool temperate,2.7,11.5,5.6,,,NW,48.0,NW,WNW,17.0,24.0,92.0,56.0,1014.1,1012.9,7.0,5.0,5.0,10.7,yes
1087,6,Cool temperate,2.8,11.5,9.2,,,WNW,46.0,N,NW,19.0,20.0,73.0,63.0,1010.8,1011.9,,,6.1,7.0,yes
1088,8,Mild temperate,0.9,14.0,0.2,,,SSE,24.0,W,SSE,13.0,17.0,98.0,73.0,1016.8,1013.0,,7.0,5.6,11.5,no
1089,6,Hot dry summer cool winter,5.3,12.7,0.0,0.8,4.4,S,30.0,ESE,SSW,6.0,13.0,84.0,66.0,1024.5,1023.9,4.0,7.0,9.5,12.0,no
1090,12,Mild temperate,12.7,20.5,0.0,20.2,,,,NE,,9.0,,50.0,,1014.6,1012.6,6.0,,18.5,,no
1091,1,Cool temperate,6.3,18.3,0.0,,,NW,30.0,NNE,NW,4.0,17.0,61.0,49.0,,,,,10.2,16.7,no
1092,8,Warm temperate,12.2,18.5,15.6,,,S,39.0,S,ESE,13.0,15.0,79.0,72.0,,,,,13.1,13.9,yes
1093,3,Hot dry summer cool winter,15.4,19.7,4.8,3.0,7.3,W,59.0,WNW,W,15.0,33.0,68.0,37.0,1013.6,1016.8,3.0,5.0,17.0,19.1,yes
1094,10,Mild temperate,4.6,19.4,0.0,,,WSW,41.0,SW,SSW,20.0,22.0,63.0,44.0,1027.2,1024.1,,,12.2,18.3,no
1095,1,Hot dry summer warm winter,22.7,28.6,,,,SE,31.0,E,SSE,15.0,15.0,63.0,46.0,1006.5,1005.5,7.0,7.0,26.1,28.0,
1096,9,Mild temperate,6.2,13.7,1.4,4.8,8.8,SSW,63.0,WSW,SSW,28.0,20.0,66.0,71.0,1014.7,1015.5,4.0,6.0,10.3,10.6,yes
1097,7,Warm temperate,11.6,19.9,0.0,,,NW,57.0,NW,NE,28.0,26.0,58.0,69.0,1021.4,1018.8,,,16.8,18.4,no
1098,5,Warm temperate,16.8,23.2,11.6,5.0,6.4,NW,52.0,N,W,22.0,24.0,90.0,63.0,1010.4,1010.4,7.0,7.0,18.3,21.4,yes
1099,4,Cool temperate,18.9,27.3,0.4,,,SSE,48.0,S,SSE,30.0,31.0,65.0,59.0,1024.2,1021.8,,,24.5,25.9,no
1100,8,Cool temperate,6.8,17.7,0.4,3.4,9.7,NW,72.0,NNW,NNW,6.0,30.0,68.0,32.0,998.9,993.9,1.0,2.0,10.6,17.3,no
1101,9,Cool temperate,8.5,17.0,4.0,,,WSW,56.0,W,WNW,20.0,22.0,87.0,34.0,1008.8,1011.7,7.0,5.0,9.9,16.4,yes
1102,3,Warm temperate,20.9,24.3,0.0,7.4,0.0,SSW,67.0,SSW,S,26.0,22.0,88.0,84.0,1014.0,1012.5,7.0,8.0,21.4,22.7,no
1103,7,Mild temperate,3.6,9.2,14.8,0.4,0.5,WNW,41.0,NE,NNW,13.0,13.0,95.0,89.0,1005.6,1005.1,7.0,5.0,4.5,8.1,yes
1104,5,Warm temperate,12.4,20.0,5.8,,,,,S,SE,6.0,4.0,80.0,74.0,,,7.0,6.0,15.5,18.2,yes
1105,3,Warm temperate,14.7,25.4,0.0,,,NE,30.0,S,ENE,9.0,13.0,60.0,38.0,,,,,19.6,23.6,no
1106,7,Warm temperate,14.2,20.2,0.4,,,SW,41.0,NNW,NW,9.0,15.0,73.0,48.0,1023.2,1019.7,1.0,,14.5,19.4,no
1107,2,Warm temperate,5.9,,0.0,,,,,SSE,SSE,19.0,20.0,48.0,43.0,1020.5,1020.3,,,17.7,20.3,no
1108,9,Warm temperate,6.1,20.6,0.0,,9.8,W,28.0,E,WSW,6.0,20.0,97.0,64.0,1018.0,1015.1,8.0,,10.0,19.7,no
1109,1,Warm temperate,19.4,24.5,6.4,14.4,3.9,SSW,57.0,S,SSW,11.0,20.0,78.0,67.0,1001.7,1002.7,7.0,7.0,22.5,20.9,yes
1110,6,Hot dry summer warm winter,-3.4,16.7,0.0,3.0,10.0,ESE,33.0,NW,ENE,6.0,19.0,75.0,29.0,1026.5,1022.5,0.0,1.0,6.0,16.4,no
